attitude,hospital,comment
4,复旦大学附属中山医院,很耐心，态度好
5,复旦大学附属中山医院,呼吸困难，换主动脉血管和瓣膜
5,复旦大学附属中山医院,亲切、医术高超。急病人所急，得知我是云南来的，给予很多照顾，给我约检查的医生，四十分钟我办完手续入住中山医院。
5,复旦大学附属中山医院,过医生人特别好，我们是外地去求医的，当天医院特别忙，要做心超要排到26号，过医生知道我们是外地来的，帮我们联系了心超主任，挂了一个主任号拍了片子，还给我们确诊了他，在回去等医院的通知去做手术，非常感谢过医生，谢谢！
5,复旦大学附属中山医院,杨主任经验丰富，认真负责
5,复旦大学附属中山医院,刘医生态度非常好，医术很专业，回答的也很到位，详细解释病情需要注意的事项，下次还会去复诊的。好评！
5,复旦大学附属中山医院,医生医术高明 很快就能看出来什么病
5,复旦大学附属中山医院,刘医生一下手术室就跑到门诊，上次12.30就在门诊连午息都没有，心里有我们这些外省过来复查病号，当天就可回家，谢谢刘医生谢谢中山医院所有忙的医生
5,复旦大学附属中山医院,十年前在杭州浙一附属医院换了二尖瓣手术，由于病情加重十年后在上海中山医院换了主动脉瓣和三尖瓣成形术，手术很成功
5,复旦大学附属中山医院,仔细介绍和分析病情
4,复旦大学附属中山医院,很耐心，态度好
5,复旦大学附属中山医院,呼吸困难，换主动脉血管和瓣膜
5,复旦大学附属中山医院,亲切、医术高超。急病人所急，得知我是云南来的，给予很多照顾，给我约检查的医生，四十分钟我办完手续入住中山医院。
5,复旦大学附属中山医院,过医生人特别好，我们是外地去求医的，当天医院特别忙，要做心超要排到26号，过医生知道我们是外地来的，帮我们联系了心超主任，挂了一个主任号拍了片子，还给我们确诊了他，在回去等医院的通知去做手术，非常感谢过医生，谢谢！
5,复旦大学附属中山医院,杨主任经验丰富，认真负责
5,复旦大学附属中山医院,刘医生态度非常好，医术很专业，回答的也很到位，详细解释病情需要注意的事项，下次还会去复诊的。好评！
5,复旦大学附属中山医院,医生医术高明 很快就能看出来什么病
5,复旦大学附属中山医院,刘医生一下手术室就跑到门诊，上次12.30就在门诊连午息都没有，心里有我们这些外省过来复查病号，当天就可回家，谢谢刘医生谢谢中山医院所有忙的医生
5,复旦大学附属中山医院,十年前在杭州浙一附属医院换了二尖瓣手术，由于病情加重十年后在上海中山医院换了主动脉瓣和三尖瓣成形术，手术很成功
5,复旦大学附属中山医院,仔细介绍和分析病情
4,复旦大学附属中山医院,很耐心，态度好
5,复旦大学附属中山医院,呼吸困难，换主动脉血管和瓣膜
5,复旦大学附属中山医院,亲切、医术高超。急病人所急，得知我是云南来的，给予很多照顾，给我约检查的医生，四十分钟我办完手续入住中山医院。
5,复旦大学附属中山医院,过医生人特别好，我们是外地去求医的，当天医院特别忙，要做心超要排到26号，过医生知道我们是外地来的，帮我们联系了心超主任，挂了一个主任号拍了片子，还给我们确诊了他，在回去等医院的通知去做手术，非常感谢过医生，谢谢！
5,复旦大学附属中山医院,杨主任经验丰富，认真负责
5,复旦大学附属中山医院,刘医生态度非常好，医术很专业，回答的也很到位，详细解释病情需要注意的事项，下次还会去复诊的。好评！
5,复旦大学附属中山医院,医生医术高明 很快就能看出来什么病
5,复旦大学附属中山医院,刘医生一下手术室就跑到门诊，上次12.30就在门诊连午息都没有，心里有我们这些外省过来复查病号，当天就可回家，谢谢刘医生谢谢中山医院所有忙的医生
5,复旦大学附属中山医院,十年前在杭州浙一附属医院换了二尖瓣手术，由于病情加重十年后在上海中山医院换了主动脉瓣和三尖瓣成形术，手术很成功
5,复旦大学附属中山医院,仔细介绍和分析病情
4,复旦大学附属中山医院,很耐心，态度好
5,复旦大学附属中山医院,呼吸困难，换主动脉血管和瓣膜
5,复旦大学附属中山医院,亲切、医术高超。急病人所急，得知我是云南来的，给予很多照顾，给我约检查的医生，四十分钟我办完手续入住中山医院。
5,复旦大学附属中山医院,过医生人特别好，我们是外地去求医的，当天医院特别忙，要做心超要排到26号，过医生知道我们是外地来的，帮我们联系了心超主任，挂了一个主任号拍了片子，还给我们确诊了他，在回去等医院的通知去做手术，非常感谢过医生，谢谢！
5,复旦大学附属中山医院,杨主任经验丰富，认真负责
5,复旦大学附属中山医院,刘医生态度非常好，医术很专业，回答的也很到位，详细解释病情需要注意的事项，下次还会去复诊的。好评！
5,复旦大学附属中山医院,医生医术高明 很快就能看出来什么病
5,复旦大学附属中山医院,刘医生一下手术室就跑到门诊，上次12.30就在门诊连午息都没有，心里有我们这些外省过来复查病号，当天就可回家，谢谢刘医生谢谢中山医院所有忙的医生
5,复旦大学附属中山医院,十年前在杭州浙一附属医院换了二尖瓣手术，由于病情加重十年后在上海中山医院换了主动脉瓣和三尖瓣成形术，手术很成功
5,复旦大学附属中山医院,仔细介绍和分析病情
4,复旦大学附属中山医院,很耐心，态度好
5,复旦大学附属中山医院,呼吸困难，换主动脉血管和瓣膜
5,复旦大学附属中山医院,亲切、医术高超。急病人所急，得知我是云南来的，给予很多照顾，给我约检查的医生，四十分钟我办完手续入住中山医院。
5,复旦大学附属中山医院,过医生人特别好，我们是外地去求医的，当天医院特别忙，要做心超要排到26号，过医生知道我们是外地来的，帮我们联系了心超主任，挂了一个主任号拍了片子，还给我们确诊了他，在回去等医院的通知去做手术，非常感谢过医生，谢谢！
5,复旦大学附属中山医院,换瓣膜手术很成功～谢谢杨医生～
5,复旦大学附属中山医院,杨大夫手术高明，很幸运遇到这样的好医生
5,复旦大学附属中山医院,满意
5,复旦大学附属中山医院,手术成功，对病人好，我们老家江西的，医生特意告知我们房缺手术很成功不用大老远来上海复查，老家做个心超就行。
5,复旦大学附属中山医院,瓣膜置换术后出现周漏，等待进一步治疗
5,复旦大学附属中山医院,很好的医生
5,复旦大学附属中山医院,过医生不仅医术高超，而且对待病人非常耐心细致，不厌其烦安慰病人，是难得的好医生！
5,复旦大学附属中山医院,想问一下人不在上海准备手术要预约吗？怎么预约呢？做这个心脏瓣膜手术夏天是没关系的吗？
5,复旦大学附属中山医院,很满意
5,复旦大学附属中山医院,非常热心
5,复旦大学附属中山医院,愈后复诊
5,复旦大学附属中山医院,态度好较有耐心
5,复旦大学附属中山医院,之前手术都是刘医生主刀的，回来复诊的
5,复旦大学附属中山医院,尽职尽责的好医生
5,复旦大学附属中山医院,夏医生为人热情，看病也很耐心、专业。
5,复旦大学附属中山医院,医生问诊仔细，经验丰富
5,复旦大学附属中山医院,杨医生医术好
5,复旦大学附属中山医院,解答非常详细，效果很好
5,复旦大学附属中山医院,医生很热心，说了我的情况不需要手术，定期复查。
5,复旦大学附属中山医院,服务态度很好，
5,复旦大学附属中山医院,弟弟手术时间很长，手术结束已经很累的邵主任耐心和我们家属讲述手术情况手术很顺利，我们家属心放下了，邵医生不仅医术好，态度也亲切，处处为我们患者考虑，谢谢邵医生。
1,复旦大学附属中山医院,一句话：去门诊很后悔！二次门诊该医生不知所为，竟然连“倍林达”最基本的必服药都不肯开。家而不专，实难附其名！
5,复旦大学附属中山医院,邵医生很有责任心，很耐心，医术很高！
5,复旦大学附属中山医院,赵医生很和蔼，态度好，
5,复旦大学附属中山医院,第一次认识刘医生距今已近4年了，那是因为刘医生参与了老伴儿的心脏主动脉夹层手术，之后老伴儿就一直在刘医生处就诊，在刘医生的关心呵护下，如此凶险的病老伴儿却恢复的非常好。后来我患了冠心病，也经常到刘医生这里寻医问药，刘医生从来不嫌麻烦，耐心细 [详细]
5,复旦大学附属中山医院,过医生仔细耐心的给我讲解房颤的危害以及治疗方案 叫我对房颤有了比较清晰的了解 不知是否过医生是外科医生的关系 叫我本感状态不错的我尽快做消融手术 有些郁闷 不知过医生真实的想法是什么？
5,复旦大学附属中山医院,孙主任妙手回春，医术高明，医德高尚，经验丰富，我爸爸心脏瓣膜和血管手术治疗，第二天就能说话，吃着粥和水果，恢复很快，特别感谢孙主任。
5,复旦大学附属中山医院,杨医生经验丰富，立马准备手术，术后恢复恶业很好，经常咨询他，也会很有耐心解答，非常好的医生
5,复旦大学附属中山医院,做了心超，医生说没事了，我放心了
5,复旦大学附属中山医院,我已手术二年，赖医生还能记得我，还把我这个疾病最新发现告诉我，我非常感动，心情也好了很多，我想问一下，我以后能不能乘飞机？
5,复旦大学附属中山医院,杨医生待人很亲切。医术也高超。我妈妈因为心脏瓣膜病比较严重。当天接诊完就安排住院。第二天就做了手术。真的很为病人着想。万分感激
5,复旦大学附属中山医院,对待病人很耐心，讲解病情也很仔细，和老家医院里的医生简直没法比，是位德高望重的好医生，感谢
5,复旦大学附属中山医院,过主任经验丰富。认真仔细地为病人分析病情，耐心地回答我们提出的问题，详细讲解有关手术事宜。是位很敬业的医生。
4,复旦大学附属中山医院,并没有去医院，但是夏医生主动联系我，让我很激动。目前仍在了解病情的过程中，谢谢夏医生。
5,复旦大学附属中山医院,很感谢赖主任，态度非常亲切，为人随和，医术高超。
5,复旦大学附属中山医院,很好
4,复旦大学附属中山医院,医院人多，但是安排有效，医生确实太忙了。
5,复旦大学附属中山医院,需要手术，孙主任已经开出入院通知单，答应6月份给手术，等待中！
5,复旦大学附属中山医院,非常专业，耐心讲解
5,复旦大学附属中山医院,医生非常耐心，解释的也很清楚，非常感谢
5,复旦大学附属中山医院,夏教授非常仔細認真，為病人考慮周到，及時联系安排住院，医院.流程清晰，检查仔細，手术过程及時告知，非常好。
5,复旦大学附属中山医院,非常热心耐心，给患者专业细致解答，缓解患者顾虑压力，等待进一步观察治疗，感谢夏主任
5,复旦大学附属中山医院,魏医生回答问题简明清晰，不会模棱两可，而且也很有耐心。只是就诊秩序实在不好，一人看病，一房子的人在诊室里也没护士或保安管一下。
5,复旦大学附属中山医院,76岁的父亲3月份由杨医生主刀做了主动脉瓣置换手术，目前康复良好。在陪伴父亲术后3个月的数次例行复查中，不难发现每周二、周五上午中山医院3楼心外科专家门诊中总是8号诊室杨守国医生的诊室外候诊的患者最多，上午的门诊经常要持续到午后2点多，期间 [详细]
5,复旦大学附属中山医院,杨主任，医德高尚、专业尽心，特此感谢，说几个细节让大家知道这位好医生。挂号时，看特长杨主任符合家父病情、看评论赞许甚多，遂慕名而往；等号时，发现每一个患者都会在诊疗室里很长时间，就知道杨主任一定非常耐心；诊断时，杨主任细心的询问家父病情、病 [详细]
5,复旦大学附属中山医院,赵医生是我在求诊路上遇到最没有架子，待病人最亲切的医生，住院手术期间正值端午佳节，赵医生没有休息，每天都来病房查房，关心病人的状况，及时的为我解决问题，什么事情都亲力亲为，感谢赵医生给了我重生的机会。
5,复旦大学附属中山医院,虽然等了很久，但是医院很敬业也很和蔼，都快过了午饭时间都没吃过一口饭还坚守岗位，让保持好的态度真的难得
5,复旦大学附属中山医院,态度好，不错
5,复旦大学附属中山医院,医生年富力强，医院中坚力量，耐心专业，还提供了微信问诊。
5,复旦大学附属中山医院,夏医生态度很好
5,复旦大学附属中山医院,母亲高血压入院查出心脏主动脉升血管瘤，5.1公分。因母亲年龄较大，身体情况一般。孙医生把手术问题与我解释清楚手术和不手术的利弊讲明白，让我们家属回家斟酌，若需手术再来安排！
5,复旦大学附属中山医院,做检查在需要预约的情况下考虑我比较远去一次不容易就给加了一个检查的号
5,复旦大学附属中山医院,心脏辨膜更换后复查，坐诊医生是一位老医生热情亲切、经验丰富！
5,复旦大学附属中山医院,赖医生医术精湛，态度和蔼，真诚服务病患，处处为病人着想，耐心细致为家属解释病情，沟通信息，是一个以人为本的好医生。
5,复旦大学附属中山医院,已经到上海中山医院就诊，潘主任叫我做了心超，心电图检查，确诊了要置换主动脉瓣，现在等潘主任的通知，等床位
4,复旦大学附属中山医院,建议预约一下心超 检查项目比十院医生开的少多了 很好 没有多余的检查项目和收费
5,复旦大学附属中山医院,经验丰富
5,复旦大学附属中山医院,很专业，废话不多，只指重点，还建立了病人联系档案，非常负责！
5,复旦大学附属中山医院,医生，你说三周内打电话通知做手术，我把小的名片丢了，三周内没接到电话，我怎么联系你
5,复旦大学附属中山医院,亲切、耐心细致
5,复旦大学附属中山医院,经验丰富，十分敬业！！！是位为患者着想，难得的好医生．
4,复旦大学附属中山医院,态度温和
5,复旦大学附属中山医院,挺好
5,复旦大学附属中山医院,医生很好
5,复旦大学附属中山医院,主任很认真的解答我妈妈术后的问题，现在恢复的很好，多亏您精湛的医术和一直以来的耐心指导！
5,复旦大学附属中山医院,热情亲切，十分敬业
5,复旦大学附属中山医院,医生看了光盘觉得根据我的病情，再请心内科葛雷医生确诊，很耐心讲解病情给怎么医治，不过葛雷医生的号台难挂了
5,复旦大学附属中山医院,微创TAVI手术专家
5,复旦大学附属中山医院,经朋友介绍排了好久，终于等到赖主任的号，很为患者考虑，特地帮我联系做造影的医生，超级体谅我们外地来的患者，看热情亲切，很有耐心，真是找对医生了
5,复旦大学附属中山医院,夏医生态度非常好 很耐心解答 妈妈很满意
5,复旦大学附属中山医院,对病人耐心像对自己的亲人一样，好亲切
5,复旦大学附属中山医院,通过微医平台挂号，候诊时间很短，大大方便了患者。夏医生是一位热情亲切的好医生，以丰富的医术给我讲解了病情和治疗，使我知道了下面的就医道路，等待下次复查。谢谢夏医生！谢谢微医平台为患者的服务！
5,复旦大学附属中山医院,看过往病例很仔细 给下一步诊疗也指明了方向 很感谢
5,复旦大学附属中山医院,孙医生待人热情，比较耐心，目前预约了两项检查，待检查后再约诊。
2,复旦大学附属中山医院,问问题不耐烦吧，赶着帮另一个医生坐诊，后来我是边小跑边问的。
5,复旦大学附属中山医院,转心内科就诊
5,复旦大学附属中山医院,杨医生为人和蔼，技术非常好，是个非常有医德的医生
5,复旦大学附属中山医院,很好的医生，一直是他看的超级好
5,复旦大学附属中山医院,刘医生真的厉害，经验丰富，态度非常好，我爸爸做好瓣膜置换手术，现在每天出去走走逛逛，看到老爷子每天开开心心，我们真的非常感谢刘医生，中山医院的好医生，信任刘医生，信任中山医院。谢谢刘医生！我们全家都感谢刘医生！
5,复旦大学附属中山医院,预约很快，解答清楚。后期检查后再复诊。^_^
5,复旦大学附属中山医院,杨医生很耐心帮我看了以往病例，然后帮我分析了我的情况，十分感谢杨医生，感谢中山医院，好医生好医院！
5,复旦大学附属中山医院,热情
5,复旦大学附属中山医院,过医生认真负责，术后交代的非常清楚，检查和问诊都很到位
4,复旦大学附属中山医院,满意
5,复旦大学附属中山医院,赵医生对病人非常耐心，经验丰富，看症仔细，讲解病情全面。现在等候入院手术。
5,复旦大学附属中山医院,十分感谢魏医生给我做二尖瓣置换手术，手术很成功，现在还在恢复期，魏医生经验丰富而且态度很好，给一百个赞！
5,复旦大学附属中山医院,热情细致，体贴周到
5,复旦大学附属中山医院,很好 魏医生很好 透彻明白
5,复旦大学附属中山医院,敬业 医术精湛
5,复旦大学附属中山医院,我爸今年75岁，2019年1月11日入院中山医院，1月14日过医生主刀房颤及左心室肥大手术，经过15天住院治疗，现已过3个月康复！现在自己能一个人开电瓶车出去玩。十分感谢过医生，医术高超，热情仔细。
5,复旦大学附属中山医院,预约到4月9日的号，4月10日就安排住院检查了，神速呀，没想到这么快。希望尽快安排手术。
5,复旦大学附属中山医院,魏医生给出了非常中肯的意见，让我一个月以后等他的通知，没想到一个月刚过几天就收到通知了，真的很感动，特别敬业。接下来坐等手术
3,复旦大学附属中山医院,看了心外，医生说母上大人的问题应该去看心内，故又立即去挂了个心内的号，早上0930拿到的号是730，一看才叫到200+果断去打浦桥找个舒服的地方吃饭，下午1415回来，才叫到680，医生们真是太辛苦了，还好医生看了说母上大人没有大问题，只是 [详细]
5,复旦大学附属中山医院,您好，过主任!不好意思打扰您了!我想替我爸肖洪保咨询一下，他的住院手术时间，谢谢您!
5,复旦大学附属中山医院,仁者医德
5,复旦大学附属中山医院,妙手回春
5,复旦大学附属中山医院,非常感谢孙教授精湛的医术
5,复旦大学附属中山医院,我妈70岁了，风湿性心脏病，由杨医生主刀手术的，非常成功，目前康复非常好，杨医生为人和善亲切，有问必答，非常感谢遇到这么专业的医生。
5,复旦大学附属中山医院,过医生医术高明
5,复旦大学附属中山医院,如果去中山医院看病大家一定要去找赖颢医生，他经验丰富十分敬业精明干练，临床上摸爬滚打几十年，实干家。
5,复旦大学附属中山医院,我是刘医生的病人，我范有粘液瘤的病人，我以手术三个月，我身体恢复得很好，刘医生真是一华陀神医，我在住院时刘医生和郑医生他们的服务态度都无话可说了，我真的很满意了！
5,复旦大学附属中山医院,热情接诊，仔细分析检查报告，提出治疗方法，建议考虑手术。感谢陈主任！
4,复旦大学附属中山医院,对不起医生我挂错号了，谢谢你的关心万分感谢
5,复旦大学附属中山医院,听患者描述病情，医生很专业立即90%确认病根，现进一步100%确诊，预约做核磁共振。
5,复旦大学附属中山医院,运动时，查看流汉情况，如是正常运动热汉属正常，如是虚汗说明心脏已超负荷了，要赶紧休息进行调理。
5,复旦大学附属中山医院,非常好
5,复旦大学附属中山医院,第一次，预约了心超检查，要等20天后才能继续看病
5,复旦大学附属中山医院,很好的一位教授，耐心亲切，热情，对病人的问询详细耐心的回答。医术高超的好医生。我妈妈是16年邵教授主刀的二尖瓣换瓣手术。手术做的非常好。已经10几年了，来复诊。
5,复旦大学附属中山医院,刘教授敬业能力强，手术水平全国领先
5,复旦大学附属中山医院,二尖瓣脱垂，主动脉关闭不全，经过潘医生手术修复，不用换瓣膜，术后恢复良好！
5,复旦大学附属中山医院,潘医生医德高尚，医术高超，五星好评！
5,复旦大学附属中山医院,病情有一段时间，在其他医院折腾着做各项检查，从这个科室转到那个科室，弄了半天也没解决问题。来到了中山医院就诊，刘医生态度很好，经验丰富，根据病情描述很明确告诉你是什么问题，对症下药，吃药后好转，谢谢！
5,复旦大学附属中山医院,赖医生十分敬业，态度和蔼，热情亲切
5,复旦大学附属中山医院,夏医生医术精湛，手术以后没有不适症状，复查情况正常，向他敬礼。
5,复旦大学附属中山医院,医生很负责，很感激医生
5,复旦大学附属中山医院,极少做评价，这次不一样，这是我见过的最负责任的医生，只是上午的坐诊，还同意下午我们从别的医院拿报告过来再帮我们看，结果别的医院不负责任拿不到，第2天上午，特别忙碌的刘医生手术的间隙还帮我们看片子，完全是义务外的。特别认真负责。感谢！
5,复旦大学附属中山医院,值得信赖
5,复旦大学附属中山医院,非常感谢！
5,复旦大学附属中山医院,刘医生热情亲切！经验丰富，
5,复旦大学附属中山医院,我是个不会表达的人，反正潘医生很好
5,复旦大学附属中山医院,谢谢
5,复旦大学附属中山医院,过医生很有耐心，经验丰富，通过社区的24小时心电图监护报告就确定了是房颤，建议开刀。
5,复旦大学附属中山医院,我看的是瓣膜病。潘医生热情亲切。经验丰富。，合理的提议。病人有亲切感和安全感。
5,复旦大学附属中山医院,医生十分亲切，认真，真心十分感谢！
5,复旦大学附属中山医院,过医生十分耐心，人也很亲切。十分体谅病人的情况，因为我们是从很远的地方敢来上海，还热心地提供了帮助。对于我们不了解的病情，他也帮我们仔细地解释了。真心感谢过医生。
5,复旦大学附属中山医院,就诊时细心、耐心、热心。
5,复旦大学附属中山医院,热情服务
4,复旦大学附属中山医院,魏医生虽然年轻，但知识面很广，且评价客观，对病人很亲和。
5,复旦大学附属中山医院,还没入院，等术后在评论
5,复旦大学附属中山医院,非常耐心.详细介绍病情和治疗方案，有很多建议。非常感谢！
5,复旦大学附属中山医院,刘主任人非常和气，对患者的问题，有问有答，非常好。
5,复旦大学附属中山医院,医生经验丰富，十分敬业
5,复旦大学附属中山医院,细心问诊，让老人尽快手术。
5,复旦大学附属中山医院,魏医生特别敬业，态度特别好，最重要是医术高超，十分感谢魏医生和他的团队。
5,复旦大学附属中山医院,医生非常专业，真正的治病救人
5,复旦大学附属中山医院,门诊后安排住院检查，等候中......
5,复旦大学附属中山医院,下了很大决心，76岁的父亲慕名决定来沪上复旦大学附属中山医院心外科就诊，针对父亲的病症，经过认真寻查，我在微医上预约了专家杨守国医生的专家号。原本预约时间是19号上午9点档的，但是因为此前普通门诊预约做的心超检查要到当天上午10:50，和杨 [详细]
5,复旦大学附属中山医院,在住院时杨主任都是非常细致讲解手术前后病情恢复情况，复查时细心倾听病人各种不舒服症状一一回复
5,复旦大学附属中山医院,夏医生很亲切，就诊很认真！
5,复旦大学附属中山医院,非常感谢杨教授 手术非常顺利 非常尽职尽责的医生 心脏搭桥的专家！！！同病房的叔叔阿姨也说找到杨教授很幸运！
5,复旦大学附属中山医院,邵孟平医生非常负责，人特别热心！
5,复旦大学附属中山医院,十分认真，仔细。耐心讲解。很多病人与其让你是看病，不如说是看心。心理负担可能比病更严重，也会加重病情。邵主任给人一种安心的感觉。非常好的医生。
5,复旦大学附属中山医院,夏医生态度和蔼，给病人们很安心的感觉，因在外院做了支架手术，所以夏医生建议把影像导出来这样看的更加清晰。二次复诊夏医生百忙之中抽空看了影像并通知让病人更加安心
5,复旦大学附属中山医院,赵医生非常亲切，对待病人非常有耐心，感恩遇到这么好的医生，从门诊到住院出院一路来因为赵医生的专业及耐心，心里很踏实
5,复旦大学附属中山医院,孙教授医术高明，和蔼可亲，平易近人，善于与人沟通
3,复旦大学附属中山医院,给出合适建议
3,复旦大学附属中山医院,如果有问题有咨询还是建议看专家，普通门诊只适合拿药开单子。
3,复旦大学附属中山医院,多问几句医生有点不耐烦，我们又不懂，老人年纪70几岁了，动不动刀老人心里总是有些害怕的，又不能详细告诉病人具体情况，让我们的心里面悬着
5,复旦大学附属中山医院,父亲已经入院..孙医生热情亲切..十分敬业...
5,复旦大学附属中山医院,热情细致，体贴周到
5,复旦大学附属中山医院,在刘医生处看病有些日子了，每次都被他对病人的态度所感动，主动热情为病人提供医疗方便，耐心为病人分析病情，制定治疗方案。在他的悉心治疗下，不仅疾病得到有效的治疗，精神状态也好了许多。再次谢谢刘医生！
5,复旦大学附属中山医院,我们来自安徽宁国，父亲是孙主任亲手做的主动脉瓣置换手术，手术非常成功。这次是来复查的。孙主任和他的团队不仅技术精湛，敬业精神强，而且医德高尚，态度和蔼，能充分理解病人疾苦，善于替病人着想。
5,复旦大学附属中山医院,我老爸70岁，换瓣膜置换术杨医生用的微创，术后恢复很好，谢谢杨医生的精湛医术
5,复旦大学附属中山医院,医生态度好。
5,复旦大学附属中山医院,非常好的医生。经验丰富
5,复旦大学附属中山医院,赖主任亲切耐心，妙手回春，感谢！！
5,复旦大学附属中山医院,态度很好
5,复旦大学附属中山医院,态度好
5,复旦大学附属中山医院,季医生医术高明，态度和蔼可亲，仁心仁术，作为患者家属我十分感激！
5,复旦大学附属中山医院,妈妈说夏医生很亲切幽默，态度很好，复诊一定还是夏医生啦，感谢
5,复旦大学附属中山医院,复查一下的，老样子，注意保养就好
5,复旦大学附属中山医院,态度不错
5,复旦大学附属中山医院,杨医生很耐心地讲解，手术很成功，恢复的很好。
5,复旦大学附属中山医院,刘主任专注专业，对病人负责，是让人尊敬的好医生。
5,复旦大学附属中山医院,过医生待人和蔼可亲，经验丰富，医术高超！
4,复旦大学附属中山医院,等复诊了再说
5,复旦大学附属中山医院,我媳妇是房缺，微创手术后复查结果很好，医生很棒
5,复旦大学附属中山医院,热情亲切，看病仔细，十分敬业
5,复旦大学附属中山医院,很妈
5,复旦大学附属中山医院,很耐心 非常好
5,复旦大学附属中山医院,妙手回春
5,复旦大学附属中山医院,经验丰富
5,复旦大学附属中山医院,医生很好，很亲切
5,复旦大学附属中山医院,废话少，说重点，好评
5,复旦大学附属中山医院,医生很热情，经验丰富
5,复旦大学附属中山医院,好医生就要多支持，继续让陈医生开点药
5,复旦大学附属中山医院,陈医生态度很好，本来手术是另一个医生做得，但那位态度实在不敢恭维，老人家坚持要看陈医生，了解征兆后，确认了几种药可以减量
5,复旦大学附属中山医院,过医生经验丰富，耐心细致，为病人着想，为这样的好医生点赞
5,复旦大学附属中山医院,杨医生对待病人十分耐心与贴心，非常感谢。
5,复旦大学附属中山医院,很好
5,复旦大学附属中山医院,专业而有耐心 给出的回答掷地有声 绝对不会让人感觉模棱两可 非常靠谱 谢谢杨医生
5,复旦大学附属中山医院,非常感谢刘医生，为我父亲带来更美好的生活。现在父亲已经开始享受生活了。因为他的病我们全家都担心，现在每天看着父亲手术后快乐的生活，我们都开心。
5,复旦大学附属中山医院,对病人很热情，十分敬业，
5,复旦大学附属中山医院,待查
5,复旦大学附属中山医院,赖医生非常敬业，热情亲切
5,复旦大学附属中山医院,经验丰富，态度热情
5,复旦大学附属中山医院,真的是一位尽心尽责的好医生，感谢！
5,复旦大学附属中山医院,过常发医生给我们多方案讲解，边讲解边画图，方案内容描述详细。
5,复旦大学附属中山医院,非常感谢
5,复旦大学附属中山医院,热情
5,复旦大学附属中山医院,刘医生非常敬业，人也很好。
5,复旦大学附属中山医院,很敬业
5,复旦大学附属中山医院,三个月了，来潘医师这里来复诊，检查一切正常也不用再吃药了。万分感谢潘医师。
5,复旦大学附属中山医院,非常感谢夏医生！
5,复旦大学附属中山医院,夏医生服务态度超好，对病人负责。
5,复旦大学附属中山医院,态度热情，业务精湛，回答细致，答疑解惑，无私帮助，非常感谢。
5,复旦大学附属中山医院,好
5,复旦大学附属中山医院,十分热情
5,复旦大学附属中山医院,离上次复查已经过去3年了，夏教授还记得我父亲，在此再次感谢夏教授的妙手回春
5,复旦大学附属中山医院,十分敬业、态度和气，诊断明确。
5,复旦大学附属中山医院,刘医生非常敬业，人也很好。
5,复旦大学附属中山医院,很敬业
5,复旦大学附属中山医院,三个月了，来潘医师这里来复诊，检查一切正常也不用再吃药了。万分感谢潘医师。
5,复旦大学附属中山医院,非常感谢夏医生！
5,复旦大学附属中山医院,夏医生服务态度超好，对病人负责。
5,复旦大学附属中山医院,态度热情，业务精湛，回答细致，答疑解惑，无私帮助，非常感谢。
5,复旦大学附属中山医院,好
5,复旦大学附属中山医院,十分热情
5,复旦大学附属中山医院,离上次复查已经过去3年了，夏教授还记得我父亲，在此再次感谢夏教授的妙手回春
5,复旦大学附属中山医院,十分敬业、态度和气，诊断明确。
5,复旦大学附属中山医院,刘医生非常敬业，人也很好。
5,复旦大学附属中山医院,很敬业
5,复旦大学附属中山医院,三个月了，来潘医师这里来复诊，检查一切正常也不用再吃药了。万分感谢潘医师。
5,复旦大学附属中山医院,非常感谢夏医生！
5,复旦大学附属中山医院,夏医生服务态度超好，对病人负责。
5,复旦大学附属中山医院,态度热情，业务精湛，回答细致，答疑解惑，无私帮助，非常感谢。
5,复旦大学附属中山医院,好
5,复旦大学附属中山医院,十分热情
5,复旦大学附属中山医院,离上次复查已经过去3年了，夏教授还记得我父亲，在此再次感谢夏教授的妙手回春
5,复旦大学附属中山医院,十分敬业、态度和气，诊断明确。
5,复旦大学附属中山医院,刘医生非常敬业，人也很好。
5,复旦大学附属中山医院,很敬业
5,复旦大学附属中山医院,三个月了，来潘医师这里来复诊，检查一切正常也不用再吃药了。万分感谢潘医师。
5,复旦大学附属中山医院,非常感谢夏医生！
5,复旦大学附属中山医院,夏医生服务态度超好，对病人负责。
5,复旦大学附属中山医院,态度热情，业务精湛，回答细致，答疑解惑，无私帮助，非常感谢。
5,复旦大学附属中山医院,好
5,复旦大学附属中山医院,十分热情
5,复旦大学附属中山医院,离上次复查已经过去3年了，夏教授还记得我父亲，在此再次感谢夏教授的妙手回春
5,复旦大学附属中山医院,十分敬业、态度和气，诊断明确。
5,复旦大学附属中山医院,刘医生非常敬业，人也很好。
5,复旦大学附属中山医院,很敬业
5,复旦大学附属中山医院,三个月了，来潘医师这里来复诊，检查一切正常也不用再吃药了。万分感谢潘医师。
5,复旦大学附属中山医院,非常感谢夏医生！
5,复旦大学附属中山医院,夏医生服务态度超好，对病人负责。
5,复旦大学附属中山医院,态度热情，业务精湛，回答细致，答疑解惑，无私帮助，非常感谢。
5,复旦大学附属中山医院,好
5,复旦大学附属中山医院,十分热情
5,复旦大学附属中山医院,离上次复查已经过去3年了，夏教授还记得我父亲，在此再次感谢夏教授的妙手回春
5,复旦大学附属中山医院,十分敬业、态度和气，诊断明确。
